0,0.379419,0.026576,0.296854,0.003543,0.000688,0.002875,Boots Ensemble
1,0.495151,0.595390,0.519308,0.002928,0.020146,0.007077,MC Dropout
2,0.365735,0.327887,0.362788,0.002092,0.040498,0.066403,Deep Ensemble
3,0.380506,0.330891,NaN,0.003943,0.048200,NaN,Reference
