0,Variational Inference,2.022663e+00,3.207190e+00,10.840369,17.991950,19.624246,3.576231
1,Hamiltonian Monte Carlo,2.179466e+00,2.872433e+00,1.669311,8.916679,8.113920,2.487630
2,Deep Ensemble,0.000000e+00,0.000000e+00,0.000000,1.072328,0.845335,0.189082
3,MC Dropout,5.125417e-01,8.740647e-01,1.417547,21.925745,23.471282,2.044334
4,Ensemble,1.253942e+07,1.561218e+07,19.075723,118974.703239,118901.217168,2.206438
5,Laplace,1.352352e+00,1.620243e+00,1.558037,13.220985,10.843460,2.771601
